Anaa Airport,AAA
Owatonna Degner Regional Airport,OWA
Owensboro Daviess County Airport,OWB
Norwood Memorial Airport,OWD
Central Maine Airport of Norridgewock,OWK
Osvaldo Vieira International Airport,OXB
Waterbury Oxford Airport,OXC
Miami University Airport,OXD
Oxford (Kidlington) Airport,OXF
Orientos Airport,OXO
Oxnard Airport,OXR
Morney Airport,OXY
Goya Airport,OYA
Oyem Airport,OYE
Moyo Airport,OYG
Oiapoque Airport,OYK
Moyale Airport,OYL
Ouyen Airport,OYN
Tres Arroyos Airport,OYO
Saint-Georges-de-l'Oyapock Airport,OYP
Ozona Municipal Airport,OZA
Labo Airport,OZC
Zagora Airport,OZG
Zaporizhzhia International Airport,OZH
Moron Air Base,OZP
Cairns AAF (Fort Rucker) Air Field,OZR
Ouarzazate Airport,OZZ
Hpa-N Airport,PAA
Bilaspur Airport,PAB
Marcos A. Gelabert International Airport,PAC
Paderborn Lippstadt Airport,PAD
Snohomish County (Paine Field) Airport,PAE
Pakuba Airfield,PAF
Pagadian Airport,PAG
Barkley Regional Airport,PAH
Parachinar Airport,PAJ
Port Allen Airport,PAK
German Olano Air Base,PAL
Tyndall Air Force Base,PAM
Pattani Airport,PAN
Palo Alto Airport of Santa Clara County,PAO
Toussaint Louverture International Airport,PAP
"Warren ""Bud"" Woods Palmer Municipal Airport",PAQ
Paros National Airport,PAS
Lok Nayak Jayaprakash Airport,PAT
Pauk Airport,PAU
Paulo Afonso Airport,PAV
Port-de-Paix Airport,PAX
Pamol Airport,PAY
El TajÃ­n National Airport,PAZ
ParanaÃ­ba Airport,PBB
Hermanos SerdÃ¡n International Airport,PBC
Porbandar Airport,PBD
Puerto Berrio Airport,PBE
"Pine Bluff Regional Airport, Grider Field",PBF
Plattsburgh International Airport,PBG
Paro Airport,PBH
Palm Beach International Airport,PBI
Tavie Airport,PBJ
General Bartolome Salom International Airport,PBL
Johan Adolf Pengel International Airport,PBM
Porto Amboim Airport,PBN
Paraburdoo Airport,PBO
Islita Airport,PBP
Pimenta Bueno Airport,PBQ
Puerto Barrios Airport,PBR
Puerto Leda Airport,PBT
Putao Airport,PBU
Porto dos GaÃºchos Airport,PBV
Fazenda Piraguassu Airport,PBX
Plettenberg Bay Airport,PBZ
Portage Creek Airport,PCA
Pondok Cabe Air Base,PCB
Puerto Rico Airport,PCC
Prairie Du Chien Municipal Airport,PCD
Potchefstroom Airport,PCF
Paso Caballos Airport,PCG
Palacios Airport,PCH
Puerto La Victoria Airport,PCJ
Cap FAP David Abenzur Rengifo International Airport,PCL
Playa del Carmen Airport,PCM
Picton Aerodrome,PCN
Punta Colorada Airport,PCO
Punta Colorada Airport,PCO
Principe Airport,PCP
Boun Neau Airport,PCQ
German Olano Airport,PCR
Picos Airport,PCS
Princeton Airport,PCT
Poplarville Pearl River County Airport,PCU
Punta Chivato Airport,PCV
Obando Airport,PDA
Pedro Bay Airport,PDB
Mueo Airport,PDC
Ponta do Ouro Airport,PDD
Pandie Pandie Airport,PDE
Prado Airport,PDF
Minangkabau International Airport,PDG
Pindiu Airport,PDI
DeKalb Peachtree Airport,PDK
JoÃ£o Paulo II Airport,PDL
Capt Justiniano Montenegro Airport,PDM
Parndana Airport,PDN
Pendopo Airport,PDO
Capitan Corbeta CA Curbelo International Airport,PDP
Presidente JosÃ© Sarney Airport,PDR
Piedras Negras International Airport,PDS
Eastern Oregon Regional At Pendleton Airport,PDT
Tydeo Larre Borges Airport,PDU
Plovdiv International Airport,PDV
Portland International Airport,PDX
Pedernales Airport,PDZ
Penneshaw Airport,PEA
Pelican Seaplane Base,PEC
Pardubice Airport,PED
Bolshoye Savino Airport,PEE
PeenemÃ¼nde Airport,PEF
Perugia San Francesco d'Assisi â Umbria International Airport,PEG
Comodoro Pedro Zanni Airport,PEH
MatecaÃ±a International Airport,PEI
Beijing Capital International Airport,PEK
Pelaneng Airport,PEL
Padre Aldamiz International Airport,PEM
Penang International Airport,PEN
Peppimenarti Airport,PEP
Pecos Municipal Airport,PEQ
Perth International Airport,PER
Petrozavodsk Airport,PES
JoÃ£o SimÃµes Lopes Neto International Airport,PET
Puerto Lempira Airport,PEU
PÃ©cs-PogÃ¡ny Airport,PEV
Peshawar International Airport,PEW
Pechora Airport,PEX
Penong Airport,PEY
Penza Airport,PEZ
Lauro Kurtz Airport,PFB
Pacific City State Airport,PFC
PatreksfjÃ¶rÃ°ur Airport,PFJ
Paphos International Airport,PFO
Parsabade Moghan Airport,PFQ
Ilebo Airport,PFR
Page Municipal Airport,PGA
Pangoa Airport,PGB
Grant County Airport,PGC
Charlotte County Airport,PGD
Yegepa Airport,PGE
Perpignan-Rivesaltes (LlabanÃ¨re) Airport,PGF
Pantnagar Airport,PGH
Chitato Airport,PGI
Pangkal Pinang (Depati Amir) Airport,PGK
Trent Lott International Airport,PGL
Port Graham Airport,PGM
Pangia Airport,PGN
Stevens Field,PGO
RoÃ§a Porto Alegre Airport,PGP
Buli Airport,PGQ
Kirk Field,PGR
Persian Gulf International Airport,PGU
Pitt Greenville Airport,PGV
PÃ©rigueux-Bassillac Airport,PGX
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,PGZ
Phan Rang Airport,PHA
Prefeito Doutor JoÃ£o Silva Filho Airport,PHB
Port Harcourt International Airport,PHC
Harry Clever Field,PHD
Port Hedland International Airport,PHE
Newport News Williamsburg International Airport,PHF
Port Harcourt City Airport,PHG
Phan Thiet Airport,PHH
Pinheiro Airport,PHI
Palm Beach County Glades Airport,PHK
Philadelphia International Airport,PHL
BÃ¶blingen Flugfeld,PHM
BÃ¶blingen Flugfeld,PHM
St Clair County International Airport,PHN
Point Hope Airport,PHO
Philip Airport,PHP
The Monument Airport,PHQ
Phitsanulok Airport,PHS
Henry County Airport,PHT
Hendrik Van Eck Airport,PHW
Phoenix Sky Harbor International Airport,PHX
Phetchabun Airport,PHY
General Wayne A. Downing Peoria International Airport,PIA
Hattiesburg Laurel Regional Airport,PIB
Pine Cay Airport,PIC
Nassau Paradise Island Airport,PID
St Petersburg Clearwater International Airport,PIE
Pingtung North Airport,PIF
Pocatello Regional Airport,PIH
Glasgow Prestwick Airport,PIK
Carlos Miguel Gimenez Airport,PIL
Harris County Airport,PIM
Parintins Airport,PIN
CapitÃ¡n FAP RenÃ¡n ElÃ­as Olivera International Airport,PIO
Pilot Point Airport,PIP
Pierre Regional Airport,PIR
Poitiers-Biard Airport,PIS
Pittsburgh International Airport,PIT
CapitÃ¡n FAP Guillermo Concha Iberico International Airport,PIU
Pirapora Airport,PIV
Pikwitonei Airport,PIW
Pico Airport,PIX
Point Lay LRRS Airport,PIZ
Pajala Airport,PJA
Payson Airport,PJB
Dr Augusto Roberto Fuster International Airport,PJC
Panjgur Airport,PJG
Puerto Jimenez Airport,PJM
Napaskiak Airport,PKA
Mid Ohio Valley Regional Airport,PKB
Yelizovo Airport,PKC
Park Rapids Municipal Konshok Field,PKD
Parkes Airport,PKE
Park Falls Municipal Airport,PKF
Pulau Pangkor Airport,PKG
Porto Cheli Airport,PKH
Playa Grande Airport,PKJ
Pakhokku Airport,PKK
Iskandar Airport,PKN
Parakou Airport,PKO
Puka Puka Airport,PKP
Pokhara Airport,PKR
Port Keats Airport,PKT
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,PKU
Pskov Airport,PKV
Selebi Phikwe Airport,PKW
Beijing Daxing International Airport,PKX
Tjilik Riwut Airport,PKY
Pakse International Airport,PKZ
Clinton County Airport,PLB
Playa Samara/Carrillo Airport,PLD
Paiela Airport,PLE
Pala Airport,PLF
Plymouth City Airport,PLH
Placencia Airport,PLJ
M. Graham Clark Downtown Airport,PLK
Ponta Pelada Airport,PLL
Sultan Mahmud Badaruddin II Airport,PLM
Pellston Regional Airport of Emmet County Airport,PLN
Port Lincoln Airport,PLO
Captain Ramon Xatruch Airport,PLP
Palanga International Airport,PLQ
St Clair County Airport,PLR
Providenciales Airport,PLS
Plato Airport,PLT
Pampulha - Carlos Drummond de Andrade Airport,PLU
Suprunovka Airport,PLV
Mutiara Airport,PLW
Semipalatinsk Airport,PLX
Plymouth Municipal Airport,PLY
Port Elizabeth Airport,PLZ
Pemba Airport,PMA
Pembina Municipal Airport,PMB
El Tepual Airport,PMC
Palmdale Regional/USAF Plant 42 Airport,PMD
Fleetlands Heliport,PME
Parma Airport,PMF
Ponta PorÃ£ Airport,PMG
Greater Portsmouth Regional Airport,PMH
Palma De Mallorca Airport,PMI
Palm Island Airport,PMK
Port Moller Airport,PML
Phanom Sarakham Airport,PMM
Pumani Airport,PMN
FalconeâBorsellino Airport,PMO
Pimaga Airport,PMP
Perito Moreno Airport,PMQ
Palmerston North Airport,PMR
Palmyra Airport,PMS
Paramakatoi Airport,PMT
Del Caribe Santiago MariÃ±o International Airport,PMV
Brigadeiro Lysias Rodrigues Airport,PMW
Metropolitan Airport,PMX
El Tehuelche Airport,PMY
Palmar Sur Airport,PMZ
Pamplona Airport,PNA
Porto Nacional Airport,PNB
Ponca City Regional Airport,PNC
Punta Gorda Airport,PND
Northeast Philadelphia Airport,PNE
ParanaguÃ¡ Airport,PNG
Phnom Penh International Airport,PNH
Pohnpei International Airport,PNI
Supadio Airport,PNK
Pantelleria Airport,PNL
Princeton Municipal Airport,PNN
Girua Airport,PNP
Pune Airport,PNQ
Pointe Noire Airport,PNR
Pensacola International Airport,PNS
Tte. Julio Gallardo Airport,PNT
Panguitch Municipal Airport,PNU
PanevÄÅ¾ys Air Base,PNV
North Texas Regional Airport/Perrin Field,PNX
Pondicherry Airport,PNY
Senador Nilo Coelho Airport,PNZ
Salgado Filho Airport,POA
Pope Field,POB
Brackett Field,POC
Podor Airport,POD
Polk Army Air Field,POE
Poplar Bluff Municipal Airport,POF
Port Gentil Airport,POG
Capitan Nicolas Rojas Airport,POI
Patos de Minas Airport,POJ
Pemba Airport,POL
Port Moresby Jacksons International Airport,POM
PoptÃºn Airport,PON
PoÃ§os de Caldas - Embaixador Walther Moreira Salles Airport,POO
Gregorio Luperon International Airport,POP
Pori Airport,POR
Piarco International Airport,POS
Ken Jones Airport,POT
Dutchess County Airport,POU
PreÅ¡ov Air Base,POV
Portoroz Airport,POW
AÃ©rodrome de Pontoise - Cormeilles en Vexin,POX
Powell Municipal Airport,POY
PoznaÅ-Åawica Airport,POZ
Perry Lefors Field,PPA
Presidente Prudente Airport,PPB
Prospect Creek Airport,PPC
Palmas del Mar Airstrip,PPD
Mar de CortÃ©s International Airport,PPE
Tri-City Airport,PPF
Pago Pago International Airport,PPG
Perai Tepuy Airport,PPH
Port Pirie Airport,PPI
Pulau Panjang Airport,PPJ
Petropavlosk South Airport,PPK
Phaplu Airport,PPL
Pompano Beach Airpark,PPM
Guillermo LeÃ³n Valencia Airport,PPN
Proserpine Whitsunday Coast Airport,PPP
Paraparaumu Airport,PPQ
Pasir Pangaraan Airport,PPR
Puerto Princesa Airport,PPS
Faa'a International Airport,PPT
Hpapun Airport,PPU
Port Protection Seaplane Base,PPV
Papa Westray Airport,PPW
Param Airport,PPX
Pouso Alegre Airport,PPY
Puerto Paez Airport,PPZ
Phu Quoc International Airport,PQC
Passikudah Helipad,PQD
Presque Isle International Airport,PQI
Palenque International Airport,PQM
Port Macquarie Airport,PQQ
Pilot Station Airport,PQS
General Urquiza Airport,PRA
Paso Robles Municipal Airport,PRB
Prescott Regional Airport - Ernest A. Love Field,PRC
Pardoo Airport,PRD
Pore Airport,PRE
VÃ¡clav Havel Airport Prague,PRG
Phrae Airport,PRH
Praslin Airport,PRI
Prieska Airport,PRK
Proma Heliport,PRM
PortimÃ£o Airport,PRM
PriÅ¡tina International Airport,PRN
Perry Municipal Airport,PRO
Propriano Airport,PRP
Termal Airport,PRQ
Paruma Airport,PRR
Parasi Airport,PRS
Pyay Airport,PRU
PÅerov Air Base,PRV
Prentice Airport,PRW
Cox Field,PRX
Wonderboom Airport,PRY
Prineville Airport,PRZ
Pisa International Airport,PSA
Tri Cities Airport,PSC
Port Said Airport,PSD
Mercedita Airport,PSE
Pittsfield Municipal Airport,PSF
Petersburg James A Johnson Airport,PSG
St. Peter-Ording Airport,PSH
Pasni Airport,PSI
Kasiguncu Airport,PSJ
New River Valley Airport,PSK
Perth/Scone Airport,PSL
Portsmouth International at Pease Airport,PSM
Palestine Municipal Airport,PSN
Antonio Narino Airport,PSO
Palm Springs International Airport,PSP
Philadelphia Seaplane Base,PSQ
Pescara International Airport,PSR
Libertador Gral D Jose De San Martin Airport,PSS
Preston Airport,PST
Pangsuma Airport,PSU
Papa Stour Airport,PSV
Municipal JosÃ© Figueiredo Airport,PSW
Palacios Municipal Airport,PSX
Port Stanley Airport,PSY
CapitÃ¡n Av. Salvador Ogaya G. airport,PSZ
Port Alsworth Airport,PTA
Dinwiddie County Airport,PTB
Port Alice Seaplane Base,PTC
Port Alexander Seaplane Base,PTD
Malolo Lailai Island Airport,PTF
Polokwane International Airport,PTG
Port Heiden Airport,PTH
Portland Airport,PTJ
Oakland County International Airport,PTK
Palmarito Airport,PTM
Harry P Williams Memorial Airport,PTN
Juvenal Loureiro Cardoso Airport,PTO
Pointe-Ã -Pitre Le Raizet,PTP
Porto de Moz Airport,PTQ
Pratt Regional Airport,PTT
Platinum Airport,PTU
Porterville Municipal Airport,PTV
Heritage Field,PTW
Pitalito Airport,PTX
Tocumen International Airport,PTY
Rio Amazonas Airport,PTZ
Puas Airport,PUA
Pueblo Memorial Airport,PUB
Carbon County Regional/Buck Davis Field,PUC
Puerto Deseado Airport,PUD
Puerto Obaldia Airport,PUE
Pau PyrÃ©nÃ©es Airport,PUF
Port Augusta Airport,PUG
Pureni Airport,PUI
Punta Cana International Airport,PUJ
Pukarua Airport,PUK
Port of Poulsbo Marina Moorage Seaplane Base,PUL
Pomala Airport,PUM
Punia Airport,PUN
Po Airport,PUP
Pdte. Carlos IbaÃ±ez del Campo Airport,PUQ
Puerto Rico Airport,PUR
Gimhae International Airport,PUS
Sri Sathya Sai Airport,PUT
Tres De Mayo Airport,PUU
Poum Airport,PUV
Pullman Moscow Regional Airport,PUW
El Mirador Airport,PUX
Pula Airport,PUY
Puerto Cabezas Airport,PUZ
El Embrujo Airport,PVA
Provincetown Municipal Airport,PVC
Theodore Francis Green State Airport,PVD
El Porvenir Airport,PVE
Placerville Airport,PVF
Shanghai Pudong International Airport,PVG
Governador Jorge Teixeira de Oliveira Airport,PVH
ParanavaÃ­ Airport,PVI
Aktion National Airport,PVK
Pike County-Hatcher Field,PVL
Reales Tamarindos Airport,PVO
Licenciado Gustavo DÃ­az Ordaz International Airport,PVR
Provideniya Bay Airport,PVS
Provo Municipal Airport,PVU
Hale County Airport,PVW
Casement Airport,PVZ
Wiley Post Airport,PWA
Sher-Wood Airport,PWD
Pevek Airport,PWE
Beles Airport,PWI
Chicago Executive Airport,PWK
Purwokerto Airport,PWL
Portland International Jetport,PWM
Pitts Town Airport,PWN
Pweto Airport,PWO
Pavlodar Airport,PWQ
Port Walter Seaplane Base,PWR
Bremerton National Airport,PWT
Ralph Wenz Field,PWY
Bentayan Airport,PXA
Prominent Hill Airport,PXH
Polacca Airport,PXL
Puerto Escondido International Airport,PXM
Porto Santo Airport,PXO
Surin Airport,PXR
Pleiku Airport,PXU
VelÃ¡squez Airport,PYA
Jeypore Airport,PYB
PlayÃ³n Chico Airport,PYC
Tongareva Airport,PYE
Cacique Aramare Airport,PYH
Polyarny Airport,PYJ
Payam International Airport,PYK
Perry Island Seaplane Base,PYL
Plymouth Municipal Airport,PYM
Putumayo Airport,PYO
Andravida Air Base,PYR
Yaviza Airport,PYV
Pattaya Airpark,PYX
Mae Hong Son Airport,PYY
Paz De Ariporo Airport,PZA
Pietermaritzburg Airport,PZB
Penzance Heliport,PZE
Zhob Airport,PZH
Bao'anying Airport,PZI
Pukapuka Island Airport,PZK
Zulu Inyala Airport,PZL
General Manuel Carlos Piar International Airport,PZO
Maquehue Airport,PZS
Port Sudan New International Airport,PZU
PieÅ¡Å¥any Airport,PZY
Castro Airport,QAC
L'AquilaâPreturo Airport,QAQ
Bella Coola Airport,QBC
Colatina Airport,QCH
Botucatu - Tancredo de Almeida Neves Airport,QCJ
Canela Airport,QCN
ColÃ³n Airport,QCO
Currais Novos Airport,QCP
Curitibanos Airport,QCR
Akunaq Heliport,QCU
RAF Coningsby,QCY
Cachoeira do Sul Airport,QDB
Dracena Airport,QDC
Tsletsi Airport,QDJ
Taean Airport,QDY
Bielsko-Bialo Kaniow Airfield,QEO
Troll Airfield,QET
Eqalugaarsuit Heliport,QFG
Iginniarfik,QFI
Igaliku Heliport,QFX
GuaÃ­ra Airport,QGA
Limeira Airport,QGB
LenÃ§Ã³is Paulista Airport,QGC
Montenegro Airport,QGF
Garanhuns Airport,QGP
Attu Heliport,QGQ
Gifu Airport,QGU
Piracicaba Airport,QHB
Taguatinga Airport,QHN
Base de AviaÃ§Ã£o de TaubatÃ© Airport,QHP
Harar Meda Airport,QHR
Husum-Schwesing Airport,QHU
Novo Hamburgo Airport,QHV
MÃ©lio Viana Airport,QID
Iguatu Airport,QIG
Rio Claro Airport,QIQ
Itapetinga Airport,QIT
Jubail Airport,QJB
Jindabyne Airport,QJD
Kitsissuarsuit Heliport,QJE
Ikamiut Heliport,QJI
Pocheon G 217 Airport,QJP
Kautokeino Air Base,QKX
Blida Airport,QLD
Lahti Vesivehmaa Airport,QLF
Sarzana-Luni Air Base,QLP
Monte Real Air Base,QLR
Latina Air Base,QLT
Mafra Airport,QMF
Oum el Bouaghi airport,QMH
Neuchatel Airport,QNC
Cenej Airport,QND
Annemasse Airport,QNJ
Aeroclube Airport,QNV
New York Skyports Inc Seaplane Base,QNY
Mococa Airport,QOA
Saarloq Heliport,QOQ
Sam Mbakwe International Airport,QOW
Padova Airport,QPA
Pinar Del Rio Airport,QPD
Paya Lebar Air Base,QPG
Palapye Airport,QPH
Campo Fontenelle Airport,QPS
Kangaatsiaq Heliport,QPW
Qeqertaq Heliport,QQT
Rand Airport,QRA
De La Independencia Airport,QRC
Bragado Airport,QRF
Narromine Airport,QRM
QuerÃ©taro Intercontinental Airport,QRO
Warren Airport,QRR
Rieti Airport,QRT
Warri Airport,QRW
Ikerassaarsuk Heliport,QRY
Sabadell Airport,QSA
MÃ¡rio Pereira LopesâSÃ£o Carlos Airport,QSC
Ain Arnat Airport,QSF
Moshi Airport,QSI
San Nicolas De Bari Airport,QSN
Salerno Costa d'Amalfi Airport,QSR
New Amsterdam Airport,QSX
Yeerqiang Airport,QSZ
Ubari Airport,QUB
Goodwood Aerodrome,QUG
Camp Page Airport (A-306),QUN
Akwa Ibom International Airport,QUO
RAF Wyton,QUY
Volta Redonda Airport,QVR
Wilgrove Air Park,QWG
Oksywie Military Air Base,QYD
Rakanda Airport,RAA
Tokua Airport,RAB
John H Batten Airport,RAC
Arar Domestic Airport,RAE
Rafaela Airport,RAF
Raglan Airfield,RAG
Rafha Domestic Airport,RAH
Praia International Airport,RAI
Rajkot Airport,RAJ
Menara Airport,RAK
Riverside Municipal Airport,RAL
Ramingining Airport,RAM
Ravenna Airport,RAN
Leite Lopes Airport,RAO
Rapid City Regional Airport,RAP
Sugimanuru Airport,RAQ
Rarotonga International Airport,RAR
Sardar-e-Jangal Airport,RAS
Raduzhny Airport,RAT
Cravo Norte Airport,RAV
Arawa Airport,RAW
Oram Airport,RAX
Rawalakot Airport,RAZ
Rabat-SalÃ© Airport,RBA
Borba Airport,RBB
Robinvale Airport,RBC
Dallas Executive Airport,RBD
Ratanakiri Airport,RBE
Big Bear City Airport,RBF
Roseburg Regional Airport,RBG
Rabi Island Airport,RBI
Rebun Airport,RBJ
French Valley Airport,RBK
Red Bluff Municipal Airport,RBL
Straubing Airport,RBM
RoborÃ© Airport,RBO
Raba Raba Airport,RBP
Rurenabaque Airport,RBQ
Rio Branco-PlÃ¡cido de Castro International Airport,RBR
Orbost Airport,RBS
Marsabit Airport,RBT
Roebourne Airport,RBU
Ramata Airport,RBV
Lowcountry Regional Airport,RBW
Rumbek Airport,RBX
Ruby Airport,RBY
Ellsworth Air Force Base,RCA
Richards Bay Airport,RCB
Roche Harbor Airport,RCE
Almirante Padilla Airport,RCH
H H Coffield Regional Airport,RCK
Redcliffe Airport,RCL
Richmond Airport,RCM
American River Airport,RCN
Rochefort-Saint-Agnant (BA 721) Airport,RCO
Reconquista Airport,RCQ
Fulton County Airport,RCR
Rochester Airport,RCS
Nartron Field,RCT
Area De Material Airport,RCU
Rum Cay Airport,RCY
Rockhampton Downs Airport,RDA
Red Dog Airport,RDB
RedenÃ§Ã£o Airport,RDC
Redding Municipal Airport,RDD
Merdei Airport,RDE
Reading Regional Carl A Spaatz Field,RDG
Roberts Field,RDM
LTS Pulau Redang Airport,RDN
Radom Airport,RDO
Kazi Nazrul Islam Airport,RDP
Grand Forks Air Force Base,RDR
Rincon De Los Sauces Airport,RDS
Richard Toll Airport,RDT
Raleigh Durham International Airport,RDU
Red Devil Airport,RDV
Rodez-Marcillac Airport,RDZ
Reao Airport,REA
Rechlin-LÃ¤rz Airport,REB
Guararapes - Gilberto Freyre International Airport,REC
Mifflin County Airport,RED
Reese Airpark,REE
Reggio Calabria Airport,REG
Rehoboth Airport,REH
Regina Airport,REI
Almirante Marco Andres Zar Airport,REL
Orenburg Central Airport,REN
Rome State Airport,REO
Siem Reap International Airport,REP
Reko Diq Airport,REQ
Retalhuleu Airport,RER
Resistencia International Airport,RES
RÃ¸st Airport,RET
Reus Air Base,REU
"Rewa Airport, Chorhata, REWA",REW
General Lucio Blanco International Airport,REX
Reyes Airport,REY
Resende Airport,REZ
RafaÃ¯ Airport,RFA
Chicago Rockford International Airport,RFD
Rooke Field,RFG
RaufarhÃ¶fn Airport,RFN
Raiatea Airport,RFP
Rio Frio / Progreso Airport,RFR
Rosita Airport,RFS
Hermes Quijada International Airport,RGA
Porgera Airport,RGE
Balurghat Airport,RGH
Rangiroa Airport,RGI
Gorno-Altaysk Airport,RGK
Piloto Civil N. FernÃ¡ndez Airport,RGL
Yangon International Airport,RGN
Orang Airport,RGO
Ranger Municipal Airport,RGR
